"","row","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"31","SULF1",55018.2154767011,-1.00857404176584,0.276084049860831,-3.65314128894532,0.000259051593505493,0.198249677558849
"32","PBX2",832.880888844613,-0.874074257967453,0.23983879683559,-3.64442396101008,0.000267991350027459,0.198682087126607
"33","AC012184.2",417.518977980215,3.06761182910892,0.84686888645113,3.62229841972821,0.000291996986820789,0.209919288343527
"34","AXL",5614.33349994265,-2.11897174072839,0.586918418036574,-3.6103343763125,0.000305802521589226,0.213378206534789
"35","MORC2-AS1",27.6121166137267,4.7467307491942,1.32377997527964,3.58573995515492,0.000336123774695265,0.22783429802487
"36","ATP13A1",1809.01429771214,0.897437213358914,0.251608512825664,3.56679988002129,0.000361367230088265,0.231691132283362
"37","SHISAL1",640.733730626302,5.4336270436775,1.52609565117266,3.56047606812999,0.00037018304968811,0.231691132283362
"38","ZBED6",2225.50383700885,-1.84702755823223,0.518854510096878,-3.55981787242702,0.000371112081721791,0.231691132283362
"39","A2M",852.378140197265,1.74883483041592,0.493149904957355,3.54625401492706,0.000390749356628629,0.234995315646698
"40","IDO1",15624.8237312598,2.20076430980363,0.621735331530327,3.53971247602532,0.000400563178917655,0.234995315646698
"41","REN",7.37047344813912,-6.62260022488962,1.87438438125296,-3.5332135132617,0.000410540768229273,0.234995315646698
"42","TPTEP2-CSNK1E",10.756700796826,-2.51144970383287,0.711518665031869,-3.52970319298705,0.000416026102561176,0.234995315646698
"43","RAB11A",1503.91005063832,-1.33809110490819,0.384850356856829,-3.47691273001986,0.000507222885686619,0.27218002701854
"44","AL355488.1",11.0977271285629,1.41601948239493,0.407318578571431,3.47644216809668,0.000508113800262137,0.27218002701854
"45","ANO5",12.0042245235619,4.02022571409271,1.15784335776676,3.4721671866278,0.000516274709822724,0.27218002701854
"46","ANKRD18A",15.0999452863447,2.51523680917179,0.731188708515873,3.43992840682275,0.000581868084089402,0.297140627594922
"47","LINC02019",16.1734151906995,1.53983668084064,0.448305925501774,3.43478993528169,0.000593013323625598,0.297140627594922
"48","BRINP2",12.9027268867774,2.14073858606807,0.624406080515915,3.42843968511532,0.000607061409334924,0.297140627594922
"49","PCDHGC3",3619.81191187257,1.7571834536603,0.513048768114005,3.42498328203731,0.000614837252931373,0.297140627594922
"50","PPP1R14B",4355.09126481234,-2.30917917754434,0.677278561185145,-3.40949693358607,0.000650828095557066,0.297140627594922
"51","AC012651.1",49.472776399926,2.12691815875368,0.624084293446018,3.40806230999571,0.000654259529011146,0.297140627594922
"52","MRI1",87.5149861100427,2.07010454458345,0.608046003159446,3.40451961500783,0.000662805399170255,0.297140627594922
"53","CST2",775.955503170691,1.58939514863107,0.466905846119154,3.40410205149897,0.000663819476586194,0.297140627594922
"54","CACNA2D2",10.8388229705421,2.11472283854368,0.624306427699934,3.38731549879236,0.000705801715880186,0.310082220510028
"55","AL513327.1",54.3123111253768,0.651673649646094,0.19307784375403,3.37518607508529,0.000737657967620185,0.313544999650443
"56","IRAK2",2900.06042876646,0.336312450070151,0.0996696803461563,3.37427037893696,0.000740116337060563,0.313544999650443
"57","PHF21A",689.575252030295,-0.631458195016573,0.187598286332597,-3.36601259724222,0.000762632254984421,0.317415572232463
"58","GFRA2",53.4389168163781,2.16064754475342,0.645661258587547,3.34641039092242,0.000818651348052306,0.325200517840001
"59","FCER1G",54.8900909207023,2.652042426639,0.792745096715101,3.3453911448059,0.000821666052041598,0.325200517840001
"60","PCNX1",1688.84566176769,-0.687966516211159,0.205662520159616,-3.34512343657572,0.000822459579767327,0.325200517840001
"61","MYOT",5.27804902765514,3.33388597145136,1.00559437909378,3.31533870988399,0.0009153214475217,0.353006707996148
"62","LINC00174",111.824833366687,1.33555182725368,0.403107402829011,3.3131414056918,0.000922543242950649,0.353006707996148
"63","SPEF2",234.251241313661,0.449411085822126,0.136767475669507,3.28594999375516,0.0010163905210907,0.371703765263695
"64","ENTPD4",2091.1419467441,-0.785854322883839,0.239417824103503,-3.28235512884833,0.00102943867400951,0.371703765263695
"65","AC016747.4",8.10845354193631,5.2780871121069,1.6080220320953,3.2823475093991,0.0010294664939465,0.371703765263695
"66","FAT3",18.1887063366825,2.46270509305964,0.750575907083752,3.2810873221712,0.00103407724276698,0.371703765263695
"67","EPHA7",57.6670153697895,2.69845517907419,0.825822812259989,3.26759583171293,0.00108465138495667,0.373177747624051
"68","PPP1R14BP3",463.266365941145,2.33194005065636,0.713666415514205,3.26754909571606,0.00108483048843016,0.373177747624051
"69","B3GALT5-AS1",33.5447114808516,-3.25307494088675,0.996060898828875,-3.26593980821009,0.00109101437427244,0.373177747624051
"70","MCM4",3534.50889402105,1.04160576189549,0.319184566150553,3.26333373338668,0.00110109772102864,0.373177747624051
"71","PER3",216.894279941198,-1.48201104351215,0.455700564593859,-3.25215977038119,0.00114531622424241,0.38029489277412
"72","PDXP",885.123630911336,1.48839924434029,0.457972727653791,3.24997353437488,0.00115415748945105,0.38029489277412
"73","AC002310.5",11.1240724178637,2.86978909077066,0.887249794636919,3.23447704143457,0.00121865718007191,0.395360272916822
"74","PPARGC1B",12.6235040020489,2.75576969249325,0.852892778133905,3.2310857391978,0.00123320941644937,0.395360272916822
"75","BMP8B",24.3540143492715,2.43888968276491,0.758371361253412,3.21595699333106,0.00130010313819823,0.403280806254048
"76","MYC",393.926711403903,-1.50290390334286,0.467466607276801,-3.21499734943195,0.0013044572670798,0.403280806254048
"77","AC118553.2",117.461651981709,2.99132285841442,0.931123520938948,3.21259509737007,0.00131541592414089,0.403280806254048
"78","UBA2",4134.23363085464,1.44389588854425,0.449768114693894,3.21031180595571,0.00132591059213521,0.403280806254048
"79","C1orf109",175.80145040873,-0.801356800390785,0.250056582347272,-3.20470188334367,0.001352024367095,0.403957804655363
"80","TK2",1179.10051294908,-0.506034996586043,0.158010279893909,-3.20254477699682,0.00136219121448445,0.403957804655363
"81","LCP1",63.0615149174595,2.1395421348589,0.672961163337645,3.1792951085729,0.00147633701070389,0.43203898548678
"82","RNF121",1133.14628633613,-0.274672495853045,0.086484294931649,-3.17598121219728,0.00149330622196577,0.43203898548678
"83","PAQR5",574.605204053841,0.74078295461711,0.234569522761996,3.15805287018783,0.00158826749927092,0.45073076499586
"84","BACH1-AS1",1.88083420988929,4.00285330123886,1.26906505172767,3.15417503286336,0.00160952520625372,0.45073076499586
"85","RRN3P1",143.859347301154,0.613376667097626,0.194525120273373,3.15320029739926,0.0016149095862691,0.45073076499586
"86","AL928654.3",21.9460792018535,4.22718091802417,1.34736570459822,3.13736716290008,0.00170472501786299,0.47026623632304
"87","FOXG1",51.6146570458086,-1.38444529561663,0.445209762326092,-3.1096472107514,0.00187310919209337,0.51077749969222
"88","HNRNPA1L2",28.0437641187942,-7.59804718191867,2.46478361262912,-3.08264268838352,0.00205171342451898,0.552440979817101
"89","NUDT16",918.153495470312,-0.615087638386706,0.199726744033193,-3.07964584995429,0.00207246869009113,0.552440979817101
"90","BMS1",1770.65153159032,-1.48971982643954,0.485037069032098,-3.07135252448294,0.00213091400756177,0.560059010418689
"91","CDK5R1",149.17022151787,0.531057973154272,0.173080456530539,3.068272315659,0.0021530032451703,0.560059010418689
"92","YJEFN3",37.8024962816728,1.80645340558971,0.589253475473155,3.0656644055246,0.00217186937103858,0.560059010418689
"93","P2RX7",311.076547835223,1.19151479718792,0.389093381967081,3.0622849228742,0.00219654263390396,0.5603309402875
"94","AC009053.1",115.428535738815,1.5711962169096,0.51437389672659,3.05457999892391,0.00225375898009204,0.568810404720251
"95","ZNF385D",275.109195930722,1.38112914340196,0.454220960694396,3.04065479781149,0.0023606430954341,0.589514703116616
"96","EVI5",30.5697992116297,-2.13488555698174,0.704886675049961,-3.02869330992875,0.00245613884166395,0.601042271281621
"97","SLC27A2",15.2013985282412,2.48936505409666,0.821971626756451,3.02852917675497,0.00245747345786196,0.601042271281621
"98","CNTNAP4",15.7828729676724,3.85922285652731,1.28647997226653,2.99983127582476,0.00270129196174868,0.653933168372711
"99","PLD5",31.4181574079025,-1.89033794063356,0.632556301697934,-2.9884105739828,0.00280432552734854,0.671028742032798
"100","DST",2980.5860314068,0.733625487844053,0.245705766730106,2.9857886430883,0.00282848061892092,0.671028742032798
"101","THRB",5.10780299885358,2.65428572379584,0.890253953742275,2.98149276691024,0.00286846822701571,0.673777625918027
"102","GLB1L2",44.0839351090694,2.99270831704407,1.00755880101168,2.97025673741238,0.00297550960976792,0.687552892519745
"103","KLHL9",2050.13596605876,-1.86487767088282,0.629772940943979,-2.96119053334925,0.00306452292292651,0.687552892519745
"104","LMNB1",823.360704742988,-1.82014453069037,0.615057156662889,-2.95930957143222,0.00308329195325196,0.687552892519745
"105","ATPAF1",1387.95652520861,-0.607153475066978,0.205254024681601,-2.95805880546713,0.00309583058607506,0.687552892519745
"106","AC040162.3",26.5494482711992,0.900720439838456,0.304613917833491,2.95692477298694,0.00310723916200125,0.687552892519745
"107","PODNL1",251.59512647555,-0.559565240613012,0.189280085390732,-2.95628163659109,0.00311372625396932,0.687552892519745
"108","STAC",141.995973746599,-0.788485113562922,0.267055230531409,-2.95251702052016,0.00315194693191645,0.687552892519745
"109","NEB",4.16973267387165,4.46523035196823,1.5126988302927,2.9518303726752,0.0031589641411504,0.687552892519745
"110","ICA1",32.5280966649137,0.848218101181622,0.288375327010915,2.94136849353106,0.00326765557056171,0.704744188690964
"111","CLSTN2",450.049968720927,-0.978184111107402,0.333231690060503,-2.9354474387769,0.00333067033099072,0.711863269661475
"112","ANXA6",15585.9655114905,-0.563143557614463,0.192247775322697,-2.92925916395756,0.00339770999552745,0.719707785124047
"113","KYNU",1529.72247438345,1.68715552301747,0.576776330786842,2.92514694685172,0.00344293602164401,0.721159877996938
"114","ABCA3",76.4259944848355,1.46432590983691,0.501221288150386,2.92151579443201,0.00348332613311856,0.721159877996938
"115","POLR1E",1086.02973914858,0.72668600002324,0.248830490557123,2.92040576858654,0.00349575897697049,0.721159877996938
"116","SLC1A2",87.0402402325516,1.95685934268519,0.671707112021705,2.91326280109709,0.00357673451177654,0.726053398996314
"117","CAMTA2",758.996762375884,-0.80213548242557,0.275371820508457,-2.91291781760558,0.00358068823480732,0.726053398996314
"118","SYNE1-AS1",2.54735496314083,3.37002368124501,1.1583161450526,2.90941613448026,0.00362104523675501,0.728014213531998
"119","PATL2",45.2620875799757,1.16280152634923,0.400856437675593,2.90079294495518,0.00372219738623593,0.742062275555136
"120","SYCP2",72.0126426719277,1.53761050694908,0.53146213530359,2.89317037811308,0.00381374357302543,0.750679207223378
"121","AC090517.4",15.1405079111022,-2.2943251682338,0.793387755663072,-2.89180813777032,0.00383031778675044,0.750679207223378
"122","AC022149.1",550.067737268695,2.34070486016389,0.810113662108353,2.88935364214463,0.00386034662288198,0.750679207223378
"123","SAMD8",1105.32345127521,-1.69266779832554,0.587490960578679,-2.88118100856949,0.00396188042263612,0.760587553586901
"124","DOCK3",77.9697766815459,0.607062081362202,0.210777714978604,2.88010561943811,0.00397541968659483,0.760587553586901
"125","KIF24",66.9791426575006,-4.43002125216134,1.54208779562605,-2.87274256675045,0.00406925555635809,0.768513890037732
"126","PCDHGB3",343.280285884883,-2.0665666377083,0.719693661397048,-2.87145315924659,0.00408589330577264,0.768513890037732
"127","WDR34",1363.68289067261,0.952842383117022,0.332352869881524,2.8669599978381,0.00414435392598399,0.768513890037732
"128","SLC37A1",262.927240917043,0.808045908302627,0.281863182429591,2.86680190487268,0.00414642463011422,0.768513890037732
"129","RIPK2",5705.73927267791,0.641611101841185,0.224013825825395,2.86415849324087,0.00418118743561961,0.768949540485579
"130","SRSF1",2201.39568059533,0.287367929640255,0.100876615838946,2.84870707894335,0.00438972757781103,0.801091515815299
"131","BRCC3",723.101954125509,-0.8628676909176,0.303549078214119,-2.84259697309622,0.00447476159148005,0.808424097244275
"132","SLC6A15",56.7384342091734,1.67563730685288,0.589817661481885,2.84094122011019,0.00449806022745929,0.808424097244275
"133","ZNF860",34.3439829920245,-0.895533297171128,0.316035348551484,-2.8336491511969,0.00460198266923414,0.820882983796321
"134","RAB11FIP1P1",6.00723044451678,2.84213581984532,1.00406065188472,2.83064156981986,0.0046454747611948,0.822457039064071
"135","ZNF608",135.917573981064,0.733753323897155,0.259968843529127,2.82246639226575,0.00476558165423801,0.827658380144467
"136","CKLF-CMTM1",44.5729885163449,1.95729059765332,0.693540489087107,2.82217206990995,0.00476995768181248,0.827658380144467
"137","MFSD14A",2449.87113110775,-0.683361825386326,0.242424385333493,-2.81886586799531,0.00481936524630347,0.827658380144467
"138","AC069503.2",15.4266686882327,3.38040148333629,1.20002806330856,2.81693535900844,0.00484842827172597,0.827658380144467
"139","TMEM41A",641.740331608627,-0.863461190684237,0.3073270433536,-2.80958415264084,0.0049605548840342,0.827658380144467
"140","ZDHHC23",205.581926704003,-0.810278080012563,0.288441949245475,-2.80915477839523,0.00496717596874032,0.827658380144467
"141","ZNF516",79.6802483783894,1.88159567375308,0.671225248522646,2.8032254118784,0.00505942944381796,0.827658380144467
"142","YEATS2",668.524011176106,-1.04410081851083,0.372639736316096,-2.80190413623832,0.00508019669809295,0.827658380144467
"143","AC137630.2",3.6817622626497,2.71140073181084,0.969335318408043,2.79717521926657,0.00515515674771254,0.827658380144467
"144","CFAP45",125.948075112757,-0.452108471106741,0.161663177110292,-2.79660760841227,0.00516422105129878,0.827658380144467
"145","COL9A2",23.9517699924758,1.2947587315679,0.463296665818117,2.79466447115811,0.00519536059064644,0.827658380144467
"146","HRAT17",10.3748102997747,2.25303233873245,0.807603389259265,2.78977573484298,0.0052744562494152,0.827658380144467
"147","MAGED1",15030.079466296,-0.220817756275931,0.079165634719433,-2.78931328042174,0.00528199440421983,0.827658380144467
"148","LRP3",306.452128768261,-0.761286566993456,0.272982071611385,-2.78877862747418,0.00529072154589115,0.827658380144467
"149","NPHP3-ACAD11",57.2501200138033,-2.2080892762745,0.791913531809641,-2.78829592825454,0.00529861183174514,0.827658380144467
"150","PLB1",22.6809197153708,0.996143539751085,0.357655464339413,2.78520430714222,0.00534940054230585,0.827658380144467
"151","PCDHGA5",337.455826843336,-1.71004032453336,0.61408024977259,-2.78471799926253,0.0053574294325898,0.827658380144467
"152","TBKBP1",318.152605577859,-1.15702453607716,0.415657799772826,-2.78359876010872,0.0053759493073106,0.827658380144467
"153","AL162258.1",357.936823421167,2.22326844702647,0.798801585386286,2.7832549255036,0.00538165028069037,0.827658380144467
"154","THY1",8580.15853440138,-1.13245308034362,0.40706035487997,-2.78202744818407,0.00540204711006298,0.827658380144467
"155","GPRC5C",21.4113709421153,2.68817012140224,0.966479706367421,2.78140358632662,0.00541244046973061,0.827658380144467
"156","AC004922.1",386.11172563174,2.25929313058237,0.813240623380384,2.778136096044,0.00546717139584349,0.827658380144467
"157","BNIPL",4.47132335254168,2.82062147823271,1.01551161112439,2.77753739822796,0.00547725365379706,0.827658380144467
"158","TPRG1",3.443567822355,4.16843345179472,1.50717260622988,2.76573063666667,0.00567954269149413,0.852794119069663
"159","WDR92",788.71908577476,-0.221373607936979,0.080207794444014,-2.7600011878085,0.00578011513669923,0.862436801905991
"160","AL671762.1",46.1856862808414,8.27188071693224,3.00399685305228,2.75362496086752,0.00589392651220785,0.864058092145559
"161","KIAA0513",228.136126978285,-0.511582937373799,0.185817424744268,-2.75314835558542,0.00590251418958226,0.864058092145559
"162","PCDHGB2",262.527148058806,-1.06578808751121,0.387190111381808,-2.75262217753344,0.00591200818687664,0.864058092145559
"163","SDR42E1",110.761914323346,1.24998169126936,0.454977731052571,2.74734697097719,0.00600795382794648,0.864058092145559
"164","PPP1R16A",692.760311323343,-0.625105269177992,0.227536829698281,-2.74727071659958,0.00600935097247667,0.864058092145559
"165","EBF3",784.444942490632,-1.15813188505924,0.421558569905437,-2.74726210718248,0.00600950873394104,0.864058092145559
"166","AC011586.2",16.0868959372094,1.39640759756539,0.508711102424027,2.74499139277963,0.00605124847780049,0.864818186068306
"167","MARC1",52.863890834612,1.44800609710487,0.529184930948037,2.73629503113545,0.0062135290188216,0.878151449077633
"168","AP000275.2",77.8470596653961,6.30584293493852,2.31185841540853,2.72760775180266,0.00637954181294245,0.878151449077633
"169","SPAG17",19.5155633429066,2.3092106534234,0.84666524281052,2.72741874434096,0.00638319767123257,0.878151449077633
"170","ITGA9",54.3007847337862,1.69632327855767,0.622066268928219,2.72691731297428,0.00639290569492627,0.878151449077633
"171","TCF20",234.742481886868,-1.77226286291726,0.650022035100556,-2.72646582302875,0.00640165818598323,0.878151449077633
"172","C10orf90",57.1317697383859,2.94530293804924,1.08155111577265,2.72322120988718,0.00646487540875375,0.878151449077633
"173","AC099066.2",20.9322078927027,-2.53502822961922,0.931510547625181,-2.72141655946042,0.00650027929676796,0.878151449077633
"174","PIK3R5",25.0281206703103,2.03393852220319,0.747405854951757,2.72133073179428,0.00650196741222671,0.878151449077633
"175","GPNMB",662.352991210221,-1.10954783590945,0.407749207273096,-2.72115265000704,0.00650547130092822,0.878151449077633
"176","IRX3",2155.15787915554,0.602229813410408,0.221352338904357,2.72068421048228,0.00651469630069395,0.878151449077633
"177","DLK1",194.43711125097,-1.02692666475917,0.377934125220291,-2.71721074184712,0.00658346737000256,0.878493878309514
"178","TGFB1",7742.21172922339,-0.624688305483851,0.229933857853446,-2.71681739834075,0.00659129617008487,0.878493878309514
"179","SH3PXD2A",542.130085789191,3.36776406743763,1.24205415066545,2.71144705376437,0.00669902387364327,0.88786392390119
"180","AC013394.1",19.4802645879192,1.13604327118354,0.419284623389133,2.70947992798008,0.00673887825185818,0.888184153594908
"181","SPIN1",990.747928686638,-0.660821556030803,0.244464679437131,-2.70313714665167,0.00686883984186519,0.90031136137243
"182","SLC44A2",5989.3896221557,-0.27227762604106,0.100976506126231,-2.69644530679925,0.00700839057006199,0.913555263099729
"183","SCARNA9",2.26227710636207,3.22199709083295,1.19733969301643,2.69096323259429,0.00712460464313004,0.923629074063481
"184","PCDHGB5",1152.66046627561,-0.437764416839986,0.163005972494489,-2.68557286669226,0.00724055848296883,0.93315237267735
"185","AL731571.1",41.02310912214,0.635364488583998,0.236782474246711,2.68332565830862,0.00728939703679005,0.93315237267735
"186","AC048338.1",28.3546583327172,-2.6983424641222,1.00645690024799,-2.68103131237646,0.00733956478615465,0.93315237267735
"187","CYP3A5",27.4784171579364,2.5633245342684,0.956353732396662,2.68031006460821,0.00735539932939911,0.93315237267735
"188","PTPRF",4150.19080153912,-0.43759868397191,0.163498872223632,-2.67646301176541,0.00744037779421169,0.937432539852621
"189","KCNE3",13.4422156975692,1.2880007976171,0.481457180528145,2.67521360093582,0.00746816515057096,0.937432539852621
"190","PPP1R18",3610.11985896758,0.601337208897765,0.225189452231278,2.67036134658816,0.00757696575876615,0.942185075817893
"191","AGK",837.324156589709,-1.14339279317007,0.42823935080011,-2.66998535056106,0.00758545563485153,0.942185075817893
"192","CPSF4",960.333921982724,0.568159827758019,0.213023867069741,2.66711817588032,0.00765047654284565,0.945312007825365
"193","CDH3",8.78829683613271,-2.72316296639324,1.02313747257621,-2.66158071557719,0.00777746912804386,0.9547346111505
"194","AC004490.1",23.6440377573639,0.836430297100455,0.314412597766203,2.66029511235559,0.00780722115002516,0.9547346111505
"195","RGPD8",374.217244930555,-0.859958128264998,0.323948056256197,-2.65461734267944,0.00793984192789675,0.965973384089346
"196","IPO9-AS1",21.4429605173998,-0.909345784944791,0.343396723189775,-2.64809103738084,0.00809477234366566,0.976705078011198
"197","CTNNBL1",1275.56837963567,1.0496885872667,0.396492022438847,2.64743936286535,0.00811039033755716,0.976705078011198
"198","ARIH2",947.989062142858,-0.444219869396859,0.168154119605708,-2.6417424112979,0.00824807593008803,0.98443540233444
"199","AC024909.2",280.846962523673,0.658973213044146,0.249503752141527,2.64113548348706,0.00826286692788742,0.98443540233444
"200","MLXIP",1339.03766471829,-0.705396579392536,0.267230684304019,-2.63965412965088,0.00829906763053819,0.98443540233444
"201","SMIM17",1.78082807713912,3.95897488850139,1.50370490176361,2.6328137148839,0.00846807786091713,0.988381891693241
"202","AC011461.1",6.22280978648316,1.7349114725254,0.66048751038331,2.62671351880455,0.00862138842170788,0.988381891693241
"203","DTNA",707.979673803878,0.819525332969664,0.312093757169637,2.62589466832627,0.00864215559882629,0.988381891693241
"204","C1QC",4.15999618915197,4.99912279665342,1.90506576439999,2.62412085192656,0.00868729543814171,0.988381891693241
"205","EREG",529.628213357229,0.738089305793393,0.281352721840751,2.62335939373339,0.00870673748226014,0.988381891693241
"206","AREG",509.042934793066,1.15800177593755,0.441505814643716,2.62284603629066,0.00871986679254437,0.988381891693241
"207","AL451123.1",1.94221212987353,4.05446688472654,1.54617639880194,2.62225376604388,0.00873503630675583,0.988381891693241
"208","CCDC148",17.0411565715885,1.27887531831263,0.487877811500798,2.62130248223132,0.00875945041218599,0.988381891693241
"209","MFAP3",129.476812481534,-0.985475186055507,0.376049766579683,-2.62059778688013,0.00877757527348665,0.988381891693241
"210","WASF3",1158.60690553363,-0.854785209734258,0.326296384747188,-2.61965884297657,0.00880177710726513,0.988381891693241
"211","SYNCRIP",6338.46153152252,0.478713015756398,0.182866498815511,2.61782786271507,0.00884914325809194,0.988381891693241
"212","AC211486.4",3.43251854269609,-2.86540718234696,1.09460560254893,-2.61775307533096,0.00885108278559458,0.988381891693241
"213","AL022238.4",234.117758796314,0.617690598339349,0.236041504157313,2.61687282727906,0.00887393959410977,0.988381891693241
"214","PCDHGA1",346.779794042385,-2.1577361381969,0.8252027529288,-2.61479512827447,0.00892809903532001,0.989767390252018
"215","L3MBTL4",63.2127918246946,1.89886615988603,0.726903494956664,2.61226720336409,0.00899439252345098,0.992478921983028
"216","SCRN3",629.514801473206,0.485503059664497,0.186909686704038,2.59752754512539,0.00938975888517156,0.999826089125179
"217","PPP1R9A",10.0895854209615,1.92384094155078,0.741938124646837,2.59299377891725,0.00951444916150064,0.999826089125179
"218","CCNB2",1568.95794301693,0.782448228317975,0.302383944958682,2.58759845343274,0.00966475720241768,0.999826089125179
"219","AC138932.1",98.1374407385316,2.52993003850832,0.979435233129237,2.58304985662538,0.00979311698525111,0.999826089125179
"220","HS6ST2",47.9844297769773,1.25425278751564,0.486008949585123,2.5807195291081,0.00985946472852985,0.999826089125179
"221","ARMT1",2008.66555777223,-0.843706301290646,0.327261413623346,-2.57808059908245,0.00993508215481863,0.999826089125179
"222","PUM2",754.248799357002,-0.68713783558153,0.266757273254729,-2.57589166060104,0.00999819681092037,0.999826089125179
"223","SLC25A12",1095.32392844847,-1.00304271883572,0.390450720705005,-2.56893550362669,0.0102011441629946,0.999826089125179
"224","RASGRF2",27.2255810913758,1.14831425127946,0.447243604861584,2.56753643606563,0.0102424024657413,0.999826089125179
"225","TRRAP",1273.10430478606,-0.884295356512549,0.344494674893273,-2.56693476259542,0.0102601913593913,0.999826089125179
"226","SLITRK4",55.2933251555064,1.8330607506764,0.715284089763183,2.56270309505037,0.0103860823216851,0.999826089125179
"227","SH3TC1",127.623248773733,1.13219086425822,0.442186178967296,2.56043928578318,0.0104539928136189,0.999826089125179
"228","NECAB2",41.6730257567472,1.16359103776415,0.454599302746156,2.55959705774975,0.0104793588998153,0.999826089125179
"229","AC010890.1",9.29439983599779,-1.2833301155134,0.501586459407279,-2.55854218439211,0.0105112066340365,0.999826089125179
"230","SGK1",2728.24437394057,-0.388110615230134,0.151799609931621,-2.55672999031394,0.0105661197274618,0.999826089125179
"231","RALGPS2",1989.14481318244,0.735420107759072,0.287701898046611,2.55618789014706,0.0105825959511436,0.999826089125179
"232","EPHA1",22.5042915308862,1.0528263018598,0.412323468476942,2.55339892669407,0.0106677235285855,0.999826089125179
"233","RNF187",949.933953060746,-0.278730401550858,0.109176162584925,-2.55303350980156,0.0106789221538053,0.999826089125179
"234","C10orf111",10.7940040907298,1.58777282345688,0.622105846962702,2.55225510451129,0.0107028121459942,0.999826089125179
"235","ARMH1",19.9598426853469,2.34943698248783,0.920962994499046,2.55106556563198,0.0107394120183963,0.999826089125179
