"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"RNASE1",5.58372410083162,5.69306145907573,1.73424167669893,3.2827382339884,0.00102804078699946,0.341467701404899
"PPIAP29",508.157778738838,-12.674149916011,3.90686808846581,-3.24406906735058,0.00117835169856833,0.38202451940016
"ESYT3",37.6911795767163,1.97449884634224,0.608973742662215,3.24233822908429,0.00118553232050999,0.38202451940016
"AL691442.1",8.19732442871709,-6.72087215789955,2.07765185530328,-3.23484039962917,0.00121710743679413,0.386431611182136
"AC090971.1",7.63296675898036,6.12041447414362,1.89462950521487,3.23040175258407,0.00123616381354761,0.386793865717289
"AC134669.1",15.413759064501,3.92233654153744,1.21813273356236,3.21995824713355,0.00128209268528242,0.390369381133234
"PLEKHA3",1867.51560628022,0.965048194996008,0.30030996620069,3.21350705474453,0.00131124576744428,0.390369381133234
"TBC1D3P1-DHX40P1",17.278640230816,-5.21988896412559,1.62492086909574,-3.2123957931751,0.0013163289212592,0.390369381133234
"AC021078.1",760.28978371125,-2.2699011197184,0.706778890752782,-3.21161419705215,0.00131991499873673,0.390369381133234
"ZBED6CL",19.3653871929524,-2.3664301027815,0.740216220672829,-3.19694440177291,0.00138891694738957,0.405225903974876
"ALG5",495.96587428025,1.55345078401454,0.48783716994125,3.1843633075389,0.00145072809250681,0.417616260229628
"TPRG1",7.75044290927997,4.65109286324967,1.46550839113086,3.17370606091218,0.00150506025449249,0.427555932822275
"RCCD1",856.309184999996,1.60055332061397,0.506047124907107,3.16285429130296,0.00156230505397714,0.434479220560256
"ZCCHC12",5.10929731707603,5.54673359382295,1.75447202349502,3.16148306701038,0.0015696794443585,0.434479220560256
"CHP1",2914.99915399165,-0.975598998525312,0.309503407402178,-3.15214299808205,0.00162076878539584,0.442941747806282
"VPS37A",1015.46461981296,1.32845719793875,0.422409697177633,3.14494957576721,0.00166115458888786,0.448304094676112
"TSEN34",1906.89587278634,-1.6280025852448,0.519308522937538,-3.13494293533985,0.00171887544465479,0.458154578396258
"SLC37A1",76.1889082024081,1.28210847021677,0.412916240848157,3.105008578939,0.00190273505770491,0.500976218242062
"SLC45A4",279.283482214786,-0.918454327311888,0.296981696089494,-3.09262940917112,0.00198391713326403,0.516057480809282
"LINC00649",84.8899243703241,1.31632865305869,0.426188117867748,3.0886094611093,0.00201095597515517,0.516863565519049
"ARHGAP29",1044.5364049733,-1.71874766656006,0.558497290917903,-3.07745031983103,0.00208779636489069,0.530300276682236
"TNNI3K",9.93716254261474,5.8753112379723,1.92537339522723,3.05151782637928,0.00227687527998711,0.568558770382022
"AL445250.1",4.66274069525513,5.4301923237682,1.78380590951471,3.04416096773976,0.00233330258377173,0.568558770382022
"HOXB3",477.421168864269,-1.13637615865101,0.373828510052456,-3.0398327791841,0.00236709535757312,0.568558770382022
"CCDC88C",29.4804209224877,1.95868753672102,0.64510951982919,3.03620932030213,0.00239572983628114,0.568558770382022
"AC007613.1",25.4983418025649,-3.67867114660588,1.21169846708763,-3.03596253236808,0.00239769157109995,0.568558770382022
"RARG",2305.16136605288,1.53326639244055,0.505406462225316,3.03372929916555,0.00241551067560066,0.568558770382022
"ADAM1A",28.1284311175899,2.18503679445215,0.720768695649064,3.03153675741216,0.0024331229402577,0.568558770382022
"DST",5339.09169199383,1.10088432739743,0.36338082101482,3.02956090066332,0.00244909521285447,0.568558770382022
"AL133353.1",8.03815213044721,6.21397810494075,2.07058428471128,3.00107469704244,0.00269028561584344,0.617907089851702
"AC008758.3",7.9987650079768,6.20579520921211,2.07361570468844,2.99274122740333,0.00276484070076872,0.628004581929543
"NFYA",173.605868617378,-1.39214097511963,0.46564415152817,-2.98970999753963,0.00279242426425364,0.628004581929543
"KLHL2",685.531228418457,1.13571661470137,0.380453075347474,2.9851687061909,0.00283421961909911,0.62988578960414
"AC008946.1",4.68409574893541,5.43692795459172,1.82294919644176,2.982490112837,0.00285913883192245,0.62988578960414
"SYNE4",4.7311210212282,5.46104276754269,1.84257413152684,2.96381169913497,0.00303854157493016,0.662346008162346
"GRK2",2486.44673557975,0.799798347377547,0.270123877207397,2.96085764666954,0.00306783699936242,0.662346008162346
"LINC01303",47.4072669509107,-2.33515492813847,0.789605620013285,-2.95736867741542,0.00310276884366677,0.663255240938273
"NAA35",269.102363003583,-1.67977945846029,0.569421266088983,-2.94997668421782,0.0031779791123683,0.672672245451289
"ERBB4",7.55398560284611,6.179847435013,2.0986479746963,2.9446803415934,0.00323288478888625,0.677650316427709
"LPGAT1",2993.42090383879,1.5766131397836,0.536048737574724,2.94117498889515,0.00326969765363625,0.678776657134679
"GNG10",845.213863875452,1.92669681347325,0.655834804078015,2.93777762554374,0.00330574044084765,0.679723201122864
"MYC",518.736809992539,-2.04444033211353,0.700966935177582,-2.9166002410593,0.00353868993466566,0.720757695183317
"FAM53B",557.041516577859,-0.836919647837599,0.287376042116951,-2.91228051466101,0.00358800257583552,0.723971734694288
"CRLF1",1553.71532132011,2.23970520446904,0.774989928322344,2.88997975666269,0.0038526663487472,0.765043525018374
"GUCD1",1031.08562968586,-1.28901027795748,0.446150220633624,-2.88918444582819,0.00386242446628082,0.765043525018374
"NFE2L2",5349.69767666356,0.894187518719996,0.30981127113028,2.88623301359484,0.00389883384110361,0.765234751176608
"PLXDC2",312.705699040297,-1.24620667262593,0.433811302834389,-2.87269295309642,0.00406989460229579,0.781418532972424
"RHBDD2",1737.43828663129,-0.782459651727677,0.272586482260943,-2.87050056641708,0.00409822462628287,0.781418532972424
"BMP8B",40.326888345724,2.96358819853147,1.03371769993969,2.86692217682291,0.00414484922082977,0.781418532972424
"MT-ATP8",14496.4642329544,0.850332226004395,0.29670758921907,2.86589307756656,0.00415834668479522,0.781418532972424
"ARFGEF1",1586.4475338485,-1.36629085964088,0.477469120189833,-2.861527168705,0.00421605366809904,0.781418532972424
"AC130304.1",6.01536672146817,-6.27296357842725,2.19369193836051,-2.85954626022624,0.00424247536488124,0.781418532972424
"PON3",7.30773766032102,6.0823571439518,2.12785872718151,2.8584403025704,0.00425729206034595,0.781418532972424
"WFS1",932.23431043821,-0.791503815250458,0.277178287709277,-2.85557653808959,0.00429587672189521,0.781418532972424
"GREB1L",58.5032431984723,2.70338554229499,0.947063136421745,2.8544934739083,0.00431055173211167,0.781418532972424
"SORBS1",52.1734219280289,1.29045219553875,0.452457798775011,2.8520940495059,0.00434322482430249,0.781418532972424
"TTC7B",538.729309409659,-1.27983732682991,0.451187729235202,-2.83659604173929,0.00455972622089976,0.810652617435294
"GFRA2",41.5848620660559,2.78467236386885,0.982205188667439,2.83512283990967,0.00458080682385854,0.810652617435294
"RSAD2",4.44410523750571,5.36773036420239,1.90030408845413,2.8246691657486,0.00473294568356061,0.830766644781085
"SERPINE1",49928.0378380486,-2.0968182092324,0.745507508370386,-2.81260508538118,0.0049141963354476,0.855624990986401
"ZDHHC23",190.390367957369,-0.997418045344116,0.355599959447542,-2.80488796144324,0.00503340724245453,0.869370098916746
"A1BG",97.4725643536717,-1.38143960523025,0.494098978739204,-2.79587626097767,0.00517592133341733,0.886890012606985
"ZBTB41",516.998197909016,-1.76385167183806,0.631871875523093,-2.79147045495238,0.00524691475625467,0.891975508563295
"LINC01497",5.16729913564371,4.64939739677605,1.66937192346907,2.78511776280165,0.00535082858469038,0.902534290183322
"DACH1",8.52801948281261,6.30492686775209,2.27682533743653,2.76917458888207,0.00561985117268161,0.940562688513148
"AC090517.4",14.0221255822835,-3.18224844667242,1.15436249058771,-2.75671504628695,0.00583852070515765,0.96964355403349
"RNF103-CHMP3",49.4606629255664,-1.99506115844154,0.72593672451331,-2.74825765259237,0.00599129078202941,0.984959714832505
"NDUFA12",1679.51120082182,-0.69500571035955,0.253043875801758,-2.74658182561209,0.00602198621389026,0.984959714832505
"SNORD50B",3.81993961657241,5.12394395095273,1.86747640058628,2.7437797603997,0.00607362711380873,0.985936912685191
"HOXB5",10.1881376200677,4.6247366665529,1.68893699622165,2.73825292293257,0.00617665530880926,0.989843689787982
"GPNMB",773.003019655049,-0.925840937933035,0.338482931784009,-2.73526624534152,0.00623298385387507,0.989843689787982
"ARMC5",661.58070198094,-1.06692731138887,0.39074192680202,-2.73051658449098,0.00632351513868275,0.989843689787982
"REM1",17.3438063799243,2.9943057769661,1.09661398100197,2.73050118714538,0.0063238105355217,0.989843689787982
"AC068234.1",176.976151602141,10.6674066003877,3.90699036173936,2.73033860151082,0.00632693048590743,0.989843689787982
"CDAN1",261.532145520013,-1.24001676104592,0.455051402048543,-2.72500371488504,0.00643007635833252,0.998743514938124
"PCDHGA5",224.741056775568,-1.76125285860135,0.651080249162217,-2.70512407781937,0.00682788806901858,0.999994274611978
"AC091948.1",3.76007524090706,5.1227768354423,1.89397090117745,2.70478117285622,0.00683493983203655,0.999994274611978
"KCNE3",17.5937842898057,1.92610532323467,0.712349557186963,2.70387663444444,0.00685357286971514,0.999994274611978
"VPS13D",1313.72253094264,-1.29103965859256,0.47799931743174,-2.70092364468058,0.00691472111067316,0.999994274611978
"UBE2E3",8131.78921570456,0.957238926346947,0.356453134601031,2.68545520694708,0.00724310827748411,0.999994274611978
"EEF1G",39645.268469189,-0.984617500912613,0.367334692394275,-2.68043700009631,0.00735261031992748,0.999994274611978
"MARCH2",205.562700633513,-1.15254442601601,0.431124846835885,-2.67334261635528,0.00750995058952209,0.999994274611978
"CST2",1279.76698339487,1.64184187436493,0.616771884589745,2.66199208392424,0.00776797052912071,0.999994274611978
"SLC6A15",107.894753560143,1.9552344604593,0.734888978811243,2.66058481870566,0.00780050774627618,0.999994274611978
"AC090971.3",3.56795171003168,5.02904363108461,1.89422325766345,2.65493711511494,0.0079323194378279,0.999994274611978
"HNRNPM",8060.10564661433,1.11060678188437,0.418759190242521,2.6521370939732,0.00799840585819555,0.999994274611978
"RAB11FIP1P1",6.9070360417603,4.04670473695281,1.52857632280591,2.64736845427812,0.00811209135482487,0.999994274611978
"ZNF84",840.938838593252,1.00953538698163,0.383141567703954,2.6348886993167,0.00841648761859754,0.999994274611978
"AL137058.1",3.09223047032665,-5.30587238158142,2.01399753950535,-2.63449794625101,0.00842618135599155,0.999994274611978
"FAM219A",1518.59779365438,-1.05227795980077,0.399690381259766,-2.63273275800169,0.00847009640779712,0.999994274611978
"ZSWIM8-AS1",21.6010852345448,2.05706883940494,0.782807346737962,2.62780982827633,0.00859365434717538,0.999994274611978
"AC069503.2",11.4806778557229,3.86254248629525,1.47011971455255,2.62736595398345,0.00860487370912484,0.999994274611978
"GINS4",1439.52435851074,0.890113714971989,0.339548686936913,2.62146121960227,0.00875537228307962,0.999994274611978
"PCDHGA6",499.108096607149,-0.974229349053855,0.371665372360361,-2.62125401370257,0.0087606959575993,0.999994274611978
"MARC1",107.459951048902,1.38564594027366,0.529768782667061,2.61556736751792,0.00890793467479636,0.999994274611978
"RBMS2",465.644680321319,-1.0708880899699,0.409435245352633,-2.61552492640828,0.00890904182052032,0.999994274611978
"AKAP6",40.0256603055474,1.92068366640988,0.734357199945829,2.6154624296617,0.00891067237407136,0.999994274611978
"PRSS23",11011.6892179186,1.310771993161,0.501691409400291,2.61270567643936,0.00898286238430104,0.999994274611978
"ST20-MTHFS",82.942568434995,1.18824385987481,0.455647389719951,2.60781447821994,0.00911223260136657,0.999994274611978
"SPATA22",24.7835544706807,3.56485635502935,1.36922070720839,2.6035659088866,0.0092259526696365,0.999994274611978
"SEMA3E",40.9213342149655,2.48679415007316,0.955150944560869,2.60356142056318,0.00922607347386335,0.999994274611978
"AC073869.1",555.038976916366,-1.25103639214236,0.480946988059157,-2.60119394278955,0.00928999176925648,0.999994274611978
"CLYBL",62.0679218871286,1.37066876904019,0.527293443219015,2.59944208801943,0.00933754324707685,0.999994274611978
"AC027329.1",2.94747560871667,-5.24518486650992,2.01785393721783,-2.59938778013926,0.00933902081728532,0.999994274611978
"CACNA2D4",60.0894600936321,1.99986165244461,0.770210147431312,2.59651428783981,0.00941749888832502,0.999994274611978
"IL6R",268.006533153127,0.856926477679352,0.331458393970485,2.58532139558867,0.00972882628236332,0.999994274611978
"ZNF35",246.623736272733,-1.03402638937725,0.401061078148351,-2.57822672334904,0.0099308815525906,0.999994274611978
"ZNF195",372.411132232107,-0.836788653975724,0.324731591334083,-2.57686248060429,0.0099701607788556,0.999994274611978
"CDH3",14.1144701116197,-3.21557007626517,1.2478647336013,-2.57685788345435,0.0099702933734434,0.999994274611978
"TMEM35B",559.135953742911,1.13807616695635,0.441886924510635,2.57549183700492,0.0100097636017479,0.999994274611978
"SPRY1",471.553308572878,-0.778932478683228,0.303045995564634,-2.57034407345303,0.0101597551710597,0.999994274611978
"MT-ND1",24895.4573435692,0.703195629603543,0.273632996598683,2.56984953695065,0.0101742694203347,0.999994274611978
"FDX2",481.663113473214,0.850226229312476,0.331185616006822,2.56721967446485,0.010251764317181,0.999994274611978
"LPIN2",746.08594379373,2.33202756214795,0.908405439064782,2.56716600524631,0.0102533512589291,0.999994274611978
"FAM47E",8.92393771852973,3.79368535725331,1.47814701100618,2.5665142431746,0.0102726406297453,0.999994274611978
"ADCY7",2518.2013038306,-0.679585780885781,0.264796606500188,-2.56644444907302,0.0102747081501827,0.999994274611978
"F2RL2",958.612250884307,-1.69038510918233,0.659145036967542,-2.56451162396535,0.0103321118487506,0.999994274611978
"ZNF395",1812.50953299204,1.14996499739337,0.449147494222989,2.56032820439704,0.0104573352143493,0.999994274611978
"FRG1GP",7.68623067543257,3.60212630060506,1.40708936273517,2.55998403228851,0.0104676972721588,0.999994274611978
"FAM204A",2330.32679914702,1.5848464036363,0.620245448009915,2.55519231736622,0.0106129142409155,0.999994274611978
"WNK4",108.699796567778,-2.73389440208617,1.07003750607468,-2.55495194006346,0.010620246045322,0.999994274611978
"ABLIM1",190.441214807811,2.55290651767939,1.00029614369395,2.55215071433932,0.0107060195899267,0.999994274611978
"ANKRD18A",31.1333216054734,2.12444129327273,0.833209257334615,2.549709181183,0.0107812811624704,0.999994274611978
"AREG",667.056468358975,1.5311576863702,0.600611195730179,2.54933257530895,0.0107929320171368,0.999994274611978
"EMILIN1",15586.6845258478,-1.49606378431831,0.589855483458206,-2.53632258455442,0.0112023489389888,0.999994274611978
"ABHD1",6.66653163283921,3.05179658371216,1.2034181550153,2.53594028891259,0.0112145854181932,0.999994274611978
"AGBL2",22.2122845784872,1.8830485041617,0.742680493934721,2.53547591399002,0.0112294650480961,0.999994274611978
"STRN3",1063.56282834588,-0.762512632352175,0.301201731953499,-2.53156788776332,0.0113553833386191,0.999994274611978
"AL671762.1",102.495115681977,9.87935512706663,3.90715828991541,2.52852697382796,0.0114542284519517,0.999994274611978
"ENTPD4",1705.2940003867,-0.899435311772113,0.355994653528997,-2.52654162880244,0.0115191735783796,0.999994274611978
"NEB",5.93759538728018,5.06745429134966,2.00828304402405,2.52327693869081,0.0116266796916778,0.999994274611978
"AC090023.2",3.39638429562391,4.94925273881102,1.96331144670352,2.52086990432466,0.0117065124148359,0.999994274611978
"TMEM164",651.50414513262,-1.4790875968985,0.587109660828178,-2.51926973031255,0.011759853183859,0.999994274611978
"SRSF4",1186.66191240457,1.01360350580789,0.402490191566362,2.51833094829782,0.0117912471142642,0.999994274611978
"PAQR5",938.50507053347,1.03198691277988,0.410545728454597,2.51369540894884,0.0119473569910881,0.999994274611978
"JPT2",2316.14834344643,-1.15718433996694,0.460878255718329,-2.51082433508029,0.0120449618277702,0.999994274611978
"SAMD8",668.685581008547,-1.70403237895492,0.680637812699275,-2.50358170992156,0.012294328829388,0.999994274611978
"AC104137.1",3.58056040124391,5.03297068873023,2.01288808538455,2.50037283506932,0.0124062664110504,0.999994274611978
"H3F3AP6",50.3982252055389,2.21999849801215,0.888715089911066,2.49798672624576,0.0124900870541315,0.999994274611978
"PTP4A1",7454.79359441612,1.61444823678721,0.646996768773091,2.49529567179865,0.0125852213916298,0.999994274611978
"AC073612.1",5.35822874311078,5.63040370374792,2.25672404272499,2.49494559243903,0.012597644459546,0.999994274611978
"AC106886.5",65.3850450767029,-9.71601463370726,3.90756816851238,-2.48646068723765,0.0129020823811347,0.999994274611978
"AC010327.3",91.29835365274,9.71263364584383,3.90720716623821,2.48582510028384,0.0129251471062504,0.999994274611978
"CFH",6070.94478254708,1.44520748811632,0.581634124534233,2.48473641272961,0.0129647390974241,0.999994274611978
"FLT1",145.898101213094,-2.3161897896945,0.932705135566182,-2.48330335212371,0.0130170183410862,0.999994274611978
"AP000812.5",13.6060655312435,4.61068242341799,1.86007759223499,2.47875811346019,0.0131840681213049,0.999994274611978
"ORC6",832.966664587265,-0.847641005308252,0.342041149871169,-2.47818429340306,0.0132052917436445,0.999994274611978
"DDX3Y",1335.97146264122,-1.14563276666628,0.462376566693165,-2.47770507675084,0.0132230394548532,0.999994274611978
"AC089984.1",3.78836175831287,-5.60593236190827,2.2676786795664,-2.47210171900552,0.0134321291309615,0.999994274611978
"AC007225.1",3.43989334019714,4.9626348784424,2.00803333233795,2.47139068785497,0.0134588691250085,0.999994274611978
"SLC18A2",26.7981670926512,-2.85138092089016,1.15980771096977,-2.45849453656934,0.013952089940927,0.999994274611978
"RIPK2",1552.67780638934,0.898001696174337,0.365408145339621,2.45753059319383,0.0139895894751351,0.999994274611978
"HSPB1P1",192.288555979275,-0.905022687310327,0.369000448647264,-2.45263302694642,0.014181493236085,0.999994274611978
"GGT1",20.5798802629373,1.86313751739231,0.760043947550523,2.4513549820334,0.0142319521019472,0.999994274611978
"IRAK1",4140.28783142561,-0.801873064860469,0.32736802458585,-2.44945445076656,0.0143072804478553,0.999994274611978
"AC092143.1",82.6115110307589,9.56816345311657,3.90725433480469,2.44882022853904,0.0143324962605725,0.999994274611978
"CACNA2D2",11.8276198675334,2.73733521414511,1.11800523256723,2.44841002028181,0.0143488264522362,0.999994274611978
"EPS15",579.169396272304,-1.52552741533524,0.623539085263856,-2.44656261554109,0.0144225742997922,0.999994274611978
"NKAPD1",1268.05682796436,1.12591478861432,0.460829019524434,2.44323760204216,0.0145561504437817,0.999994274611978
"MLXIP",1776.49926329866,-0.973205197254724,0.398543848045538,-2.44190244568403,0.0146100940160196,0.999994274611978
"PILRA",5.0909815793034,5.54970144932721,2.27324039205198,2.44131745535177,0.0146337845240746,0.999994274611978
"PDE4C",5.05204273725987,5.54025578981583,2.27141893254949,2.43911667302928,0.0147232138057742,0.999994274611978
"CCNYL1",813.706836971251,-1.77410309010737,0.728054452219449,-2.43677253081699,0.014818997997478,0.999994274611978
"CDH23",7.16827703886478,3.58675910795228,1.47639793929434,2.42939861435096,0.0151238941828025,0.999994274611978
"AC105345.1",3.23806735903547,4.91077465350665,2.02172511773486,2.4290021479323,0.015140442638343,0.999994274611978
"AC116913.1",87.1778843440516,1.33900903805248,0.554182109790959,2.416189578111,0.0156838931125282,0.999994274611978
"MYOZ2",4.78476439141056,5.46793798346941,2.26563261219547,2.41342658736308,0.0158033111338915,0.999994274611978
"SYNE1-AS1",3.05136720573798,4.81580500053618,1.9966682060075,2.41192051140323,0.0158687407577615,0.999994274611978
"CSRNP2",380.161167929013,-1.74725956894847,0.724689457833256,-2.41104593155335,0.0159068450425162,0.999994274611978
"CYP3A7-CYP3A51P",7.23356616401182,-6.54087554603594,2.7161339971752,-2.40815642852617,0.0160333094872458,0.999994274611978
"MLLT10",619.697358495993,-0.812156861176374,0.337763075893313,-2.40451641739817,0.0161938788184714,0.999994274611978
"RAD51C",599.298568717018,0.845682135989234,0.351944668605795,2.40288378096292,0.0162663561269721,0.999994274611978
"RCAN2",976.651423612346,1.26257117174007,0.525481500836849,2.40269385264635,0.0162748060583907,0.999994274611978
"AP002833.2",2.56857051603353,-5.04588985075108,2.10428095185004,-2.3979164219088,0.0164886270073766,NA
"CNTN3",15.0337940016284,3.22350741612383,1.34489065668491,2.39685464398244,0.0165364822293748,0.999994274611978
"PLSCR4",223.482924197257,1.61140815578353,0.672632275915824,2.39567474455417,0.0165898043445236,0.999994274611978
"SNRNP27",1037.27930239766,-1.04363956124314,0.435676536871738,-2.39544587077542,0.0166001650955902,0.999994274611978
"ZKSCAN8",1366.88065006906,0.845994274030247,0.353494420754969,2.39323232379009,0.0167006624332172,0.999994274611978
